standard,exponential,lorentz
0.128063,0.485744,-2.6023
0.000881935,0.00702114,3.38269
0.495538,0.17646,6.44983
0.692266,0.864544,1.86642
0.247397,2.03999,-0.818946
0.743324,0.103103,-0.852422
0.329648,0.658069,0.254296
0.891459,1.23887,-1.89425
0.401473,0.481636,0.305809
0.213971,1.73514,0.47791
0.959969,0.237727,3.97062
0.460734,0.0370757,0.500597
0.789075,0.67313,1.83969
0.728245,0.180206,11.6378
0.475834,0.330852,0.21534
0.890017,2.53684,0.119853
0.108754,0.392233,-0.150706
0.888825,2.52549,0.0727928
0.911619,0.22502,-1.89113
0.203236,0.631609,2.92124
0.541858,0.075355,0.738185
0.870459,0.561549,1.63007
0.0498188,0.306906,3.46583
0.0129811,0.80827,0.685498
0.83258,2.83331,-0.124944
0.0612237,2.67929,-11.5838
0.553228,1.45444,-0.695582
0.415193,1.1374,-6.29935
0.815578,0.52961,-11.8098
0.882031,1.97501,-0.618732
0.633669,0.427143,1.72295
0.492625,0.156671,-0.22082
0.771345,0.447596,-6.7825
0.676079,1.84887,-1.22604
0.648747,0.420415,3.25338
0.764044,0.610165,0.350085
0.023749,0.491233,-2.07362
0.495092,0.256488,-0.384718
0.85218,1.28577,-1.68434
0.0984438,1.44411,0.841856
0.56288,2.50844,1.44607
0.524577,0.0880968,4.40488
0.727996,0.28871,0.794025
0.697145,1.03518,2.2475
0.416108,0.711515,1.88747
0.620108,0.357855,-1.83161
0.791403,0.199863,0.327504
0.48733,0.00971201,0.536213
0.643417,0.26572,-2.02266
0.0234646,1.33141,3.75886
0.972431,1.24992,2.36251
0.392966,0.923067,0.324801
0.74864,1.53719,-1.51476
0.562824,1.90483,4.10572
0.402159,1.41497,0.0634672
0.646528,0.102388,0.417277
0.931148,0.930491,-4.02609
0.505374,0.280153,-2.69446
0.941048,0.0736047,0.125761
0.73961,0.823917,-0.231459
0.814243,0.129541,0.0694628
0.432632,0.553453,2.03029
0.626636,1.56149,-1.93217
0.413187,2.1159,-1.80956
0.344459,0.311669,-60.103
0.976184,0.141348,0.125709
0.531717,0.645672,-0.309395
0.85865,0.2148,1.81822
0.634157,1.00503,-1.05228
0.630987,0.514036,0.914537
0.628753,0.789095,-0.940685
0.10709,0.719285,-0.217093
0.19811,0.815415,-0.47096
0.0200092,0.52852,1.659
0.12212,6.27019,3.86587
0.463788,0.211548,-0.62657
0.799697,0.99208,0.306944
0.50182,0.415163,0.605984
0.464039,0.254246,-0.0612717
0.303331,0.0699544,-0.177689
0.866344,1.17495,-0.417569
0.694543,1.96651,0.171003
0.695774,0.275896,-0.386925
0.0527962,1.68654,-15.1284
0.955829,0.476407,-0.540116
0.856793,0.574482,3.76253
0.792353,0.486262,0.875851
0.699488,1.00774,-0.381207
0.260091,0.647688,17.6286
0.859064,2.90619,2.68901
0.932428,0.370318,-3.40428
0.577705,0.277247,1.4754
0.732537,0.299306,0.182106
0.156587,2.24773,2.36268
0.816873,0.876053,-0.421928
0.897044,0.588419,-0.0881643
0.636167,0.0388605,1.8517
0.414541,3.31058,-1.67167
0.728498,0.338025,0.738228
0.822187,0.0743828,-0.176408
0.556922,0.404982,1.62562
0.635253,0.122998,-0.94882
0.525332,0.464993,6.16851
0.719557,0.14822,13.0209
0.0395441,0.527614,1.56439
0.409888,0.00681813,-1.07966
0.411987,0.276215,0.533573
0.236548,0.90563,1.34616
0.718399,0.0455216,-0.582834
0.598056,0.0294479,-1.24069
0.51456,1.19313,-5.20478
0.430311,1.10287,1.47619
0.275481,1.2688,2.80243
0.880496,0.719169,-1.10656
0.0276859,0.240744,-7.76511
0.439754,0.433589,2.78983
0.811319,0.347359,2.83604
0.504065,0.411243,4.88668
0.196996,0.229189,1.31932
0.889917,0.390811,-0.556859
0.716518,0.867213,-0.242309
0.634825,0.794855,1.41816
0.492287,1.00975,0.486335
0.994382,0.0882549,0.314623
0.243804,2.27218,1.27655
0.263122,0.256886,-3.70885
0.0178775,4.11413,-0.0526787
0.309556,0.0524781,0.349447
0.470012,0.384565,-304.218
0.99191,0.758072,-0.538881
0.155348,0.196867,-4.39892
0.394371,0.771556,-0.0824888
0.878524,0.189994,0.0809725
0.432665,3.31775,6.79357
0.454416,1.94484,17.6854
0.808308,1.09898,-0.524857
0.465133,1.11213,0.263386
0.697263,1.87426,3.86188
0.350886,0.178827,1.34844
0.476945,0.660822,-0.972933
0.06061,0.248085,-8.26912
0.693273,2.34772,2.00005
0.0233375,0.69936,0.757876
0.473237,0.91894,0.108975
0.86391,1.21577,0.612842
0.906758,1.35226,-0.758505
0.885722,0.399025,1.3346
0.679059,0.0625997,12.718
0.289837,0.417383,0.819159
0.112609,1.25802,1.04607
0.290741,0.4741,0.625693
0.0486253,0.914684,-0.711765
0.859127,2.22469,-0.388494
0.227699,0.0181575,-2.01574
0.0844833,0.00919505,24.2548
0.705189,1.92885,0.45293
0.608676,0.0242421,0.892386
0.275846,0.0867391,0.855387
0.958316,1.19514,0.0828217
0.746007,0.280276,-0.659387
0.3926,0.671653,0.815078
0.343374,0.417814,-0.454095
0.997553,0.867318,-1.92507
0.257297,0.219988,0.470436
0.404766,2.05183,0.0477674
0.366495,1.72876,6.63299
0.492532,0.870031,25.4304
0.969367,0.368372,0.259221
0.61052,0.995047,-0.250401
0.722008,0.666635,1.38161
0.677038,0.499944,-1.53642
0.49927,2.24604,-5.71669
0.765793,4.0571,-3.70377
0.724905,0.182107,0.706686
0.468487,1.83599,1.43755
0.990109,1.45206,4.91755
0.968292,3.35615,0.44021
0.323147,0.752727,0.0478794
0.0371883,0.446176,0.228118
0.887111,0.0072229,5.21204
0.776749,0.493966,1.70291
0.292599,0.0160913,0.179334
0.817692,2.13495,-2.06844
0.784151,1.71761,-4.2141
0.805486,0.0271164,-1.10811
0.0641,1.97548,8.95095
0.739497,1.75325,2.581
0.89267,0.568387,0.592961
0.213954,0.465328,2.02287
0.668928,0.187107,1.58952
0.499132,1.19924,0.266406
0.358696,0.660314,-1.4638
0.932214,0.0237876,-0.0653342
0.096189,3.63971,-6.01372
0.779074,0.619516,0.427308
0.982648,1.64666,-0.813306
0.96723,1.2714,0.0804197
0.262415,3.0673,0.795398
0.755542,0.0313313,0.569965
0.949017,0.162302,1.85543
0.301469,0.331585,0.1272
0.665154,0.206404,-0.658163
0.997685,0.628957,-0.296897
0.986139,1.34907,-0.381572
0.211011,0.421549,-37.856
0.212502,0.269621,-0.0430355
0.0718829,0.524591,-0.0767769
0.455777,0.201004,0.454203
0.187636,0.191555,-5.64236
0.492181,3.20514,1.50204
0.610189,0.994498,-0.0707845
0.692909,0.884087,-1.66589
0.847172,0.0186909,0.776699
0.38829,1.06236,-0.707465
0.220621,0.0147257,-0.812143
0.42118,1.49118,1.39865
0.449622,0.0229015,-0.187956
0.211618,0.0248501,0.169633
0.00493343,0.631725,-28.8967
0.171142,1.46588,0.00824532
0.0567975,0.64592,-0.764265
0.839196,1.43442,1.79153
0.35846,0.0871376,-0.162118
0.707457,0.405093,0.350739
0.427732,0.241707,0.929285
0.438572,0.50872,-0.24409
0.564999,0.0187293,-1.26747
0.877332,0.295569,1.37279
0.925049,0.922902,1.09216
0.578339,0.0383162,-0.424881
0.0317594,2.04807,3.79284
0.843935,0.257172,1.80234
0.806621,0.776748,-2.34946
0.51416,0.404507,1.051
0.0559984,1.22508,-1.75796
0.152501,0.00755784,2.77972
0.0427706,0.0434888,-0.211172
0.522809,4.7234,-4.49466
0.152974,0.17076,-0.140318
0.749176,0.124066,-0.326827
0.372369,0.97316,1.93162
0.888331,0.573149,0.677735
0.237485,0.162536,1.71014
0.157915,0.137341,0.218317
0.7404,0.165483,-8.92795
0.795826,0.157078,1.49423
0.527992,1.1479,0.00670267
0.212396,0.0577912,-1.33529
0.999925,0.262354,-1.07849
0.449759,0.902641,-0.169163
0.778836,1.4099,19.2986
0.69992,0.0743376,2.09097
0.174231,3.12906,-1.27482
0.414185,0.502768,0.913998
0.344348,3.33041,-39.651
0.133622,0.324279,-1.18084
0.427854,0.277188,2.67925
0.899425,1.89084,0.572762
0.296808,0.71678,8.06389
0.727563,0.773365,0.118596
0.861989,0.688239,0.759109
0.640201,0.15004,-1.11691
0.172879,0.701715,4.63165
0.0747598,3.10424,0.232984
0.410543,0.0513915,-0.208845
0.489122,0.182736,0.59569
0.380799,0.716053,-1.65916
0.558076,1.18163,0.115969
0.454192,1.70694,-2.75559
0.970772,1.13731,1.16563
0.490421,0.863153,-1.27941
0.164011,0.39932,-4.44855
0.683726,0.417035,-0.0186822
0.108219,3.11755,-0.100828
0.833172,0.542341,-42.9289
0.0943506,4.45077,-0.828888
0.529645,1.11808,1.33885
0.866985,1.06415,-0.219484
0.49879,0.656833,5.68874
0.823774,0.365932,0.358357
0.837362,0.364698,-0.591978
0.801621,0.36321,4.77895
0.0258118,0.396474,-0.245436
0.444971,0.288765,9.95151
0.0179581,0.0321905,1.29706
0.896119,1.41016,-0.255724
0.0953032,0.515062,-0.724754
0.157424,0.15598,-3.60434
0.660647,0.901091,-0.0508816
0.338994,0.281227,-0.401052
0.260453,0.32606,3.18268
0.441381,1.28634,-2.05166
0.478843,0.590906,1.17473
0.963673,0.917,-0.270252
0.242719,2.53188,-1.38604
0.133107,2.71447,-0.207189
0.807108,0.934842,-0.53711
0.429921,1.7157,-1.03354
0.319089,0.0668675,0.590985
0.568228,0.677192,0.559614
0.907473,0.53158,-3.13852
0.756496,0.724918,0.663042
0.691539,0.757563,-1.20644
0.942878,0.568686,0.274834
0.723447,0.0809114,1.36649
0.591744,0.572114,-0.743082
0.00215556,2.19467,-3.02685
0.781936,0.150537,-0.259026
0.987084,0.00470586,1.23202
0.39887,4.16256,-0.352893
0.0251818,0.83071,-0.460291
0.0933038,0.395311,1.82371
0.694003,0.35206,0.314733
0.52651,1.86696,-2.90368
0.375967,2.58198,-2.52182
0.589012,0.904246,2.15649
0.774495,0.294558,1.86352
0.64183,1.32843,0.298996
0.328639,0.480675,-0.798907
0.898834,0.170692,-0.664033
0.573402,1.83718,0.997858
0.150473,0.193563,-3.29417
0.687248,2.33648,84.1872
0.589603,2.42705,-0.389716
0.68114,0.00580587,3.02198
0.661817,1.98571,0.519556
0.423779,1.80201,-0.0548012
0.102011,0.119608,0.419974
0.313172,0.190793,-0.137164
0.1443,1.04923,0.990237
0.451395,0.600933,-0.0770527
0.463283,0.248374,-0.984661
0.301681,0.342322,-4.21748
0.738131,3.11401,1.61759
0.569556,0.942414,-0.124257
0.334814,0.474571,-3.99311
0.733791,0.125011,-0.40057
0.0541515,0.103369,4.28547
0.0824586,0.100883,-0.255357
0.0830595,0.28923,0.889917
0.144226,1.1346,-0.100325
0.709525,4.09915,1.36753
0.792966,0.356145,-0.210948
0.0631612,0.0544058,4.66402
0.151866,1.84805,1.46247
0.573492,3.93553,-0.278401
0.606662,0.901273,-0.982011
0.0900407,1.18278,-0.442478
0.63061,0.650524,-4.48885
0.178616,1.1068,77.3736
0.596644,1.7018,-0.720903
0.521831,0.892904,-0.443626
0.442804,1.43048,-0.693601
0.672537,0.56993,-5.04402
0.487574,0.813207,-0.342016
0.845216,0.205122,-0.327715
0.862163,0.193335,6.46664
0.938676,0.251835,-1.19465
0.681605,0.123288,0.913631
0.949811,0.399425,3.985
0.902575,0.686781,0.672966
0.716894,2.14774,17.6876
0.389923,0.215911,0.409583
0.196278,4.06447,-0.249296
0.585848,0.100218,1.21707
0.0406958,1.04911,-1.30473
0.528689,0.0518076,-3.40586
0.176297,0.0400334,-4.61025
0.867861,3.21738,3.50459
0.629038,2.38112,-0.902881
0.820324,0.604097,1.26944
0.95639,0.299483,-1.20533
0.547588,2.05786,-0.933656
0.2995,0.499312,-0.878895
0.199855,1.26798,0.0695482
0.285307,0.515023,0.675891
0.462068,0.624391,-0.527642
0.495881,0.627341,1.09568
0.00706941,1.62993,0.651616
0.388306,0.914102,1.64612
0.984076,0.0425234,5.79619
0.856033,1.42694,-4.94206
0.550554,0.941463,-1.22367
0.702121,0.0576546,3.39048
0.0554079,1.69459,-1.49621
0.812814,0.113473,-0.640636
0.117394,0.678464,-6.8929
0.321209,0.806693,-0.0977067
0.381284,1.61519,-3.68531
0.668805,0.718581,-7.27218
0.18697,0.69432,7.43989
0.597475,0.236772,1.09438
0.0604509,0.401951,-0.457544
0.779181,0.832473,1.01025
0.959532,0.220947,0.216198
0.799152,0.0895696,-2.75932
0.817381,1.77,0.336308
0.500842,0.0810307,1.76298
0.957018,0.189032,-0.601678
0.995671,2.79956,0.909865
0.530241,1.87294,-2.0374
0.722294,0.0643742,0.732988
0.678142,1.23143,0.599202
0.368926,0.563448,0.944288
0.209683,2.62452,-1.94775
0.0993467,0.126191,-1.15253
0.531557,1.38775,2.64842
0.400527,4.126,-4.5564
0.684287,3.33708,4.13227
0.82667,1.49552,-2.31402
0.625553,0.641844,-0.623323
0.261716,0.267808,0.0525987
0.599741,0.213412,-1.07457
0.833629,1.1132,8.49831
0.712347,1.31143,-0.782697
0.118284,0.504088,-1.04838
0.958437,4.00733,-3.29479
0.882303,0.248312,-17.8556
0.577581,1.25801,0.320108
0.806836,2.17186,-1.55767
0.237609,0.602018,4.49063
0.0627353,1.25205,3.65808
0.495867,0.917777,257.145
0.759355,0.588894,0.731153
0.457845,0.300418,1.62375
0.740382,1.65493,-0.438392
0.761513,0.123378,6.88177
0.437369,1.15482,21.3724
0.665789,1.40988,-0.843858
0.947556,1.98222,0.146561
0.62719,0.455093,0.0538289
0.641022,0.0760045,-0.8251
0.787943,0.14933,0.564728
0.576987,0.782431,-1.39152
0.775181,0.0652302,-2.21799
0.60648,2.56777,0.15522
0.255322,1.84668,0.899225
0.303053,2.68141,1.70745
0.395675,0.284067,-0.608737
0.990915,1.12779,-0.278847
0.146544,2.55912,-0.551016
0.914893,0.997212,0.642766
0.399856,2.48473,0.192177
0.829685,0.0433292,1.28637
0.710907,1.29624,-1.80799
0.404613,0.371936,-8.30485
0.754339,0.434923,0.688216
0.966358,0.221897,-0.533038
0.280886,2.57491,3.8282
0.640719,2.74396,-6.95503
0.546061,1.65432,0.473299
0.902324,1.8366,-2.98834
0.938931,1.52178,0.701605
0.41838,0.693115,3.03718
0.487315,0.219206,-0.673058
0.557386,0.54033,-1.96291
0.44665,0.126037,0.15348
0.979294,0.438092,-1.67404
0.120185,0.130101,9.55978
0.112988,0.201483,0.180835
0.361714,0.0313795,0.8995
0.318795,1.43315,1.29479
0.104924,0.949772,-0.313765
0.431476,1.96016,-0.419293
0.851674,0.799351,-0.29025
0.549176,1.24476,-1.64213
0.461136,3.3053,0.324207
0.982604,1.76821,1.52047
0.263226,1.35057,0.37654
0.787416,0.921386,0.222236
0.413424,1.60403,-0.770748
0.705782,0.0786268,0.0309836
0.225292,0.352137,-1.33339
0.222925,0.406364,-0.149189
0.170096,1.20277,1.17164
0.705413,2.05108,3.62349
0.0660171,1.97285,-1.91049
0.655461,1.53261,0.524867
0.286606,0.0183295,1.16148
0.497872,2.68223,-0.0773379
0.124941,0.75991,0.0730509
0.552779,0.371354,3.13206
0.642766,2.595,-0.998369
0.0520141,1.53065,2.79424
0.566006,0.441303,-2.29143
0.958374,1.22458,2.06692
0.0589749,1.73032,0.484899
0.90872,0.243032,0.020261
0.374855,0.022404,1.13968
0.997058,0.562187,-4.3133
0.412298,0.108042,-1.04582
0.0161564,0.45021,0.0256943
0.091279,0.0665613,-4.20577
0.614066,0.420151,-0.74266
0.165331,0.803163,0.289275
0.83195,0.226057,0.655528
0.627407,0.258693,10.2589
0.0946688,3.6197,-2.0945
0.522491,0.787243,-0.190505
0.945946,1.27054,-3.24823
0.302955,0.386889,-1.32638
0.117352,0.616612,-0.0307412
0.169144,0.408128,-0.282425
0.661015,1.64842,-0.0399032
0.445819,0.132425,0.753359
0.0847271,2.37284,0.055999
0.574588,0.534725,3.27657
0.296608,0.1198,0.453027
0.920668,0.398768,-0.707971
0.461462,0.769014,-0.212719
0.152204,1.85878,17.8509
0.581298,1.15994,-0.377768
0.527709,1.62606,1.14935
0.255428,0.915904,2.08983
0.827398,2.94038,2.30994
0.475939,1.2069,2.40475
0.032133,3.50225,-0.338032
0.753353,1.32035,-2.23782
0.580582,1.01346,0.63745
0.6868,0.0018372,0.266643
0.7221,4.64564,0.376409
0.530874,2.47841,-2.3797
0.779256,0.300937,-0.482775
0.525056,0.314196,-1.14145
0.835754,0.924751,0.644002
0.682936,0.41022,0.446303
0.217049,0.0782588,-1.39371
0.651327,1.13203,0.00949307
0.338269,1.1552,0.34452
0.466713,0.654258,-2.31643
0.0216884,1.38433,-0.366617
0.586055,1.12033,1.11551
0.667145,0.321639,2.84153
0.137147,0.490743,-3.68385
0.417649,0.730083,-0.0115744
0.111861,1.23168,0.163192
0.902962,0.390344,-0.471929
0.925021,0.0363746,0.727346
0.828459,0.450559,-3.14097
0.254644,0.0764476,-0.186411
0.974919,1.21517,-0.340033
0.818198,1.10395,3.0106
0.230214,1.46407,-0.0063542
0.286963,0.795878,-3.25698
0.993262,0.0764813,1.65287
0.236,0.133977,-0.366545
0.930011,1.63252,0.00388656
0.999844,0.107834,-3.2583
0.538047,0.551601,1.30121
0.73117,2.09424,-0.356859
0.105186,0.880009,0.431839
0.655863,1.38857,-0.372908
0.0555523,0.19446,0.888023
0.628639,1.70927,-2.43817
0.222147,0.140668,2.44883
0.854277,1.77146,0.211281
0.656525,0.785138,-0.127514
0.849482,1.09497,0.613123
0.734188,0.637836,0.836721
0.764081,1.76723,-0.184913
0.216743,0.88526,-5.03582
0.124628,2.33588,2.38803
0.769116,0.107496,1.09834
0.53761,1.65514,-0.239699
0.299058,1.17684,0.299891
0.147635,0.273313,1.55061
0.549366,2.57596,7.24685
0.399163,2.04666,0.172384
0.00213689,0.914824,1.24962
0.939403,1.7077,1.38945
0.385093,0.173067,-0.254918
0.0721547,0.898498,0.1357
0.255927,2.94517,0.296118
0.508966,0.567274,0.0136035
0.74659,1.80572,0.192822
0.495373,0.865218,-0.867427
0.594996,0.933237,0.711668
0.721318,1.17153,2.3576
0.3144,3.26052,-1.21838
0.783638,2.49398,1.39987
0.22213,1.58889,-0.383298
0.772049,0.893717,0.270669
0.338208,1.90075,1.01401
0.178895,0.440051,-1.12898
0.806086,1.19974,-0.171328
0.684535,0.0460045,-1.32347
0.0795899,0.0199524,29.2236
0.351629,0.240606,1.23151
0.425378,0.633887,-1.32896
0.372684,0.174273,7.93898
0.696089,0.110925,-4.23773
0.355326,0.884497,-1.14486
0.267176,0.494149,-2.65125
0.853373,0.287685,1.23265
0.427902,0.164961,0.0924118
0.283098,0.347227,-1.11009
0.91545,0.562855,0.707065
0.669326,1.17725,-0.680689
0.313301,0.0124005,0.689678
0.169018,0.824498,-0.326082
0.520677,0.597982,-0.0760198
0.235398,0.38356,-0.494014
0.480381,0.276658,0.50792
0.829066,2.31859,0.201807
0.945887,0.211116,0.997689
0.108132,2.4411,-3.91235
0.092826,0.73022,-0.0322112
0.529001,0.533317,-1.46912
0.648293,0.755481,-6.49398
0.777728,0.804333,0.23689
0.674306,0.0672809,-61.369
0.948289,0.48549,-0.25138
0.00592956,0.192609,0.0332544
0.889677,1.12567,-3.27895
0.364308,0.900648,1.8073
0.699008,0.11056,-1.51492
0.864781,0.0722931,-0.277725
0.435552,0.655529,0.0176268
0.888386,1.84201,0.709932
0.443399,2.8377,0.871664
0.000102614,2.46826,-2.51693
0.742744,2.95815,6.73055
0.0348928,1.0027,1.70508
0.689315,1.61483,0.26159
0.0986077,1.74122,2.61421
0.594051,1.34751,0.630912
0.251527,0.870074,-1.98738
0.853924,1.95136,-1.02642
0.824744,0.643103,-0.384885
0.791467,0.749811,-1.78738
0.797812,2.17561,-0.27808
0.865885,0.000680612,-0.801973
0.989487,0.317697,0.272503
0.434447,2.53194,2.98957
0.559779,0.361822,-2.38435
0.0870691,1.28692,5.16167
0.155282,1.3116,-0.429095
0.320429,2.10205,0.531615
0.152432,0.0854936,-0.319334
0.80749,0.655942,-0.890149
0.953507,0.133638,-0.870589
0.622076,3.08792,2.82332
0.962428,1.41584,3.2956
0.101148,2.67135,10.7532
0.63499,2.12498,-1.69005
0.498231,0.509385,-87.1566
0.132065,4.00045,0.445115
0.994267,0.725956,2.14886
0.999734,0.264061,1.21341
0.918942,0.476304,1.46839
0.626992,0.486988,0.265176
0.228033,1.3079,-1.21494
0.845398,0.446047,-0.163227
0.813356,0.750034,-1.3623
0.0909259,1.44551,0.609771
0.401371,2.2239,-1.66966
0.827905,0.275906,3.28931
0.985354,1.32994,-0.685227
0.454244,3.55088,-0.789392
0.929957,1.59569,0.645
0.440517,0.300841,-0.582011
0.107033,0.418042,-0.204392
0.669198,1.83955,-0.290002
0.499124,0.0121298,1.19609
0.395008,0.847253,0.802745
0.734837,0.682079,1.19193
0.588191,1.00288,0.649326
0.932525,0.967775,-10.115
0.641458,0.308741,-1.55536
0.656183,1.71239,0.728732
0.135225,4.31944,0.399956
0.526305,1.82804,-1.31581
0.609256,0.628035,1.42228
0.143619,0.225709,2.58154
0.45226,1.05985,0.0191317
0.759725,0.0458938,5.81028
0.914999,0.164631,-0.778925
0.765348,0.792908,0.0706314
0.696468,0.704859,-1.41158
0.205946,0.800024,0.0900682
0.0931746,0.213007,2.02941
0.390615,0.0477982,-1.0276
0.341803,4.44899,-1.97581
0.718267,0.0852599,0.443393
0.0990975,2.86088,-1.0077
0.769901,0.727996,-0.348444
0.075895,0.808736,-14.9112
0.313251,0.964951,0.600291
0.0532137,1.5958,8.64873
0.615941,1.29021,0.43189
0.214319,0.275085,-0.634398
0.337518,0.622683,-1.71803
0.490307,4.00758,1.42719
0.233671,1.15062,1.16349
0.668091,1.20458,1.1002
0.682974,0.774902,0.900196
0.201495,0.318549,0.833028
0.435564,0.449456,-0.0877189
0.242649,0.464176,0.473244
0.167811,0.849969,6.21216
0.472497,0.427166,-0.519105
0.442491,0.185158,1.00362
0.919428,0.39674,1.2807
0.358825,0.980267,0.727156
0.396028,0.53665,0.805944
0.636872,0.362575,-5.22638
0.932721,0.659558,0.844286
0.673884,0.153117,0.57528
0.143246,0.384215,2.51388
0.051024,0.517232,0.198262
0.219225,0.888243,-1.20681
0.640226,0.203556,0.242435
0.198906,0.294909,-0.815071
0.204479,1.83859,37.3222
0.156242,0.973359,0.847577
0.731692,0.965781,0.771409
0.0837054,2.39794,-0.720551
0.933588,0.090595,-0.675948
0.543895,0.277586,2.09204
0.771958,3.40662,2.79166
0.897719,0.698996,0.582496
0.987755,0.450204,2.32452
0.310069,1.34712,0.551181
0.945804,0.291094,4.59088
0.919721,2.09085,-2.55384
0.920563,0.983166,-1.60106
0.363676,2.86884,-19.3993
0.949967,0.0295186,-8.59028
0.693609,0.142535,0.0379004
0.921135,0.0707075,-0.211767
0.987821,1.14528,2.39687
0.651104,1.68004,-3.75679
0.636411,0.0688601,-0.637351
0.17032,1.1756,-0.194251
0.901588,0.377811,0.56779
0.181861,0.1313,0.941528
0.7301,3.30394,0.138986
0.745397,0.17763,-0.103896
0.0356202,0.500879,4.23302
0.0464925,0.54682,-4.00696
0.735389,0.594623,-4.37005
0.432458,1.07349,-0.128941
0.726876,0.653826,-0.793103
0.343331,0.431063,-0.722798
0.420046,2.019,0.926572
0.652702,0.629452,-35.8973
0.662672,0.507256,4.95482
0.429751,0.169587,0.208174
0.263243,1.51511,-2.03686
0.40153,0.0708049,0.657542
0.870231,0.977901,1.08746
0.511979,0.158662,34.7277
0.12372,0.121304,1.43977
0.190283,0.828001,-0.456532
0.388729,0.0172276,3.55557
0.961745,0.085643,10.2181
0.491865,0.652914,-0.0151712
0.741245,1.44308,-0.235248
0.165708,0.970416,-0.933743
0.337783,1.14667,-1.41539
0.639315,0.292051,2.30523
0.107309,3.16721,-0.11955
0.0343173,1.8071,6.60609
0.784599,2.25737,-0.516367
0.595647,3.19548,-0.659741
0.177555,0.0635341,4.05965
0.354301,1.57411,0.405767
0.824624,0.60584,0.0167977
0.187768,2.61835,-0.336823
0.616528,0.385566,-18.0953
0.695913,0.551135,-0.432011
0.652496,1.25396,-15.7022
0.047541,0.622561,-8.7564
0.314832,0.282739,1.87945
0.626727,0.583554,-4.62667
0.450095,0.28663,-7.91064
0.607089,0.0507024,-2.68973
0.766927,0.873803,1.37812
0.697111,0.655705,1.12054
0.505182,0.720591,3.93681
0.645412,0.289688,-0.995469
0.522755,1.37421,6.02747
0.738049,3.38947,-2.32469
0.0409734,1.26199,1.36417
0.317021,2.11881,-0.178453
0.285745,1.04823,-1.94843
0.868125,0.275914,1.87572
0.623307,0.449385,-1.80601
0.0820819,1.98156,-0.726485
0.372348,1.03271,-1.98197
0.594353,0.0622966,0.754833
0.249541,0.847286,1.048
0.273104,1.19174,-0.884081
0.347774,0.812718,0.318431
0.179822,0.236339,-0.534872
0.151171,0.00196483,-2.07402
0.786903,0.156138,-0.22986
0.667981,0.966108,0.782925
0.291752,1.60545,1.94444
0.841123,2.09923,1.71659
0.59989,5.5099,-0.699682
0.267028,0.299069,-2.5946
0.744787,0.140274,6.82982
0.856439,0.398636,6.75042
0.393662,1.3677,1.24934
0.128024,0.125999,0.56563
0.98059,0.253539,-0.0746678
0.305978,0.025493,0.440565
0.876278,0.585158,-1.19572
0.0804161,1.22268,-1.48542
0.496765,0.549156,-1.72697
0.0178907,0.083627,0.104812
0.629064,1.6946,-0.625666
0.210161,0.399433,2.53353
0.632786,0.616996,0.248381
0.548883,1.71306,-1.43869
0.141625,0.149077,1.20222
0.405224,0.812687,-0.453503
0.471152,0.348355,-1.62617
0.291226,0.610633,-0.476259
0.668001,1.85049,0.548733
0.458286,0.975438,0.128686
0.807835,0.44239,0.566993
0.587525,0.982911,0.215031
0.599517,0.225103,0.783162
0.801762,1.40917,0.123474
0.533027,0.224986,0.709144
0.299463,0.701181,-26.0894
0.0662566,1.16302,-0.396143
0.0662034,0.363052,2.70719
0.843067,0.175286,-1.16745
0.306,1.23712,-0.841165
0.716744,0.139257,1.83219
0.159693,0.298005,0.168855
0.635548,0.500368,-0.749124
0.528417,2.1067,-2.04461
0.258267,0.23129,2.06767
0.109264,2.77552,-0.523867
0.536341,1.73898,1.05129
0.362505,1.65556,-1.22204
0.948285,2.99834,-51.4192
0.351132,0.557798,-2.48644
0.240373,2.34526,-1.07068
0.879269,0.117959,1.89336
0.296989,0.124119,0.910112
0.0883978,0.0988466,-1.75895
0.344424,0.239331,0.222809
0.340495,0.766662,0.277279
0.664751,1.46334,1.11228
0.555736,0.0924377,-0.3981
0.393078,0.744924,-1.42969
0.939181,1.02568,-0.240235
0.0149037,0.193277,-0.116487
0.0618788,0.169318,0.900892
0.387896,1.08198,84.0545
0.160351,0.661203,2.16834
0.016984,0.00444641,0.184157
0.262598,1.63312,0.257259
0.120382,0.0512339,-1.52109
0.677425,1.40689,-12.124
0.0996098,0.205916,2.81746
0.708501,1.47003,0.896451
0.133477,0.139927,3.75639
0.633809,2.00687,1.08833
0.443195,0.371439,17.2346
0.990886,1.6279,0.553476
0.302327,0.463791,-2.28852
0.858468,0.119011,-0.63313
0.704448,1.85392,2.59065
0.171725,1.23245,-2.53219
0.517283,0.785427,0.0973589
0.846158,0.13876,-0.400304
0.307214,3.85171,-0.956965
0.245763,2.68206,-0.00413778
0.971366,2.26496,-62.6425
0.984943,1.47614,1.85695
0.154014,0.0208146,-2.87577
0.477698,0.250147,1.67072
0.477564,1.49745,-1.24862
0.791433,0.437061,-0.05106
0.752154,0.670515,-0.0304925
0.138236,0.264416,0.942707
0.101651,0.185105,-1.50663
0.0424036,0.790149,-1.06124
0.0563997,1.25857,0.969629
0.70091,0.720454,1.45285
0.383074,0.279742,75.9143
0.36357,0.238597,-1.37876
0.26198,1.41095,-0.395534
0.447195,0.110187,-4.01319
0.375662,0.875048,4.52837
